5,6,9,10
5,6,1,2
11,12,15,16
14,15,12,13
43,44,47,48
54,55,58,59
60,61,64,65
63,64,59,60
71,72,67,68
47,56,51,52
48,57,52,53
51,60,55,56
53,62,56,59
57,66,61,62
37,55,45,47
41,59,49,51
57,75,63,69
6,33,18,21
9,36,21,24
10,37,22,25
13,40,25,28
1,37,17,21
3,39,19,23
9,45,25,29
10,46,26,30
34,70,50,54
59,95,75,79
49,94,69,74
